SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,CATEGORY,TAXON_ORDER,COM_NAME_CODES,SCI_NAME_CODES,BANDING_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,REPORT_AS,EXTINCT,EXTINCT_YEAR,FAMILY_CODE
Branta hutchinsii,Cackling Goose,cacgoo1,species,319.0,CAGO,BRHU,CACG,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Branta hutchinsii leucopareia,Cackling Goose (Aleutian),alcgoo1,issf,320.0,CACG CAGO,BRHU,ACGO,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,cacgoo1,,,anatid1
Branta hutchinsii hutchinsii,Cackling Goose (Richardson's),ricgoo1,issf,321.0,CAGO CACG,BRHU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,cacgoo1,,,anatid1
Branta hutchinsii minima,Cackling Goose (minima),cacgoo2,issf,322.0,CAGO CACG,BRHU,MCGO,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,cacgoo1,,,anatid1
Branta hutchinsii taverneri,Cackling Goose (Taverner's),tacgoo1,issf,323.0,CAGO CACG,BRHU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,cacgoo1,,,anatid1
Anser canagicus x Branta hutchinsii,Emperor x Cackling Goose (hybrid),x00831,hybrid,324.0,EMGO CACG CAGO,ANCA BRHU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser caerulescens x Branta hutchinsii,Snow x Cackling Goose (hybrid),x00692,hybrid,325.0,CAGO CACG SNGO,ANCA BRHU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser rossii x Branta hutchinsii,Ross's x Cackling Goose (hybrid),x00694,hybrid,326.0,CACG CAGO ROGO,ANRO BRHU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Branta bernicla x hutchinsii,Brant x Cackling Goose (hybrid),x00722,hybrid,327.0,CAGO BRAN CACG BRGO,BRBE BRHU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser albifrons x Branta hutchinsii,Greater White-fronted x Cackling Goose (hybrid),x00414,hybrid,328.0,GWFG CAGO CACG,ANAL BRHU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Branta leucopsis x hutchinsii,Barnacle x Cackling Goose (hybrid),x00416,hybrid,329.0,BAGO CAGO BARG CACG,BRHU BRLE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Branta canadensis,Canada Goose,cangoo,species,330.0,CAGO,BRCA,CANG,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Branta canadensis moffitti/maxima,Canada Goose (moffitti/maxima),cangoo4,issf,331.0,CANG CAGO,BRCA,LCGO,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,cangoo,,,anatid1
Branta canadensis occidentalis/fulva,Canada Goose (occidentalis/fulva),cangoo3,issf,334.0,CANG CAGO,BRCA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,cangoo,,,anatid1
Branta canadensis [canadensis Group],Canada Goose (canadensis Group),cangoo1,issf,337.0,CANG CAGO,BRCA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,cangoo,,,anatid1
Anser indicus x Branta canadensis,Bar-headed x Canada Goose (hybrid),x00908,hybrid,341.0,CANG CAGO BHGO,ANIN BRCA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser cygnoides x Branta canadensis,Swan Goose x Canada Goose (hybrid),swagoo3,hybrid,342.0,CANG CAGO SWGO,BRCA ANCY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser brachyrhynchus x Branta canadensis,Pink-footed x Canada Goose (hybrid),x00650,hybrid,343.0,CANG CAGO PFGO,BRCA ANBR,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser albifrons x Branta canadensis,Greater White-fronted x Canada Goose (hybrid),x00415,hybrid,344.0,CANG GWFG CAGO,BRCA ANAL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser albifrons x Branta hutchinsii/canadensis,Greater White-fronted x Cackling/Canada Goose (hybrid),x01088,hybrid,345.0,CANG GWFG CAGO CACG CCGO,BRCA ANAL BRHU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser anser x Branta canadensis,Graylag x Canada Goose (hybrid),x00758,hybrid,346.0,CANG CAGO GRGO,ANAN BRCA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser sp. (Domestic type) x Branta canadensis,Domestic goose sp. x Canada Goose (hybrid),x00759,hybrid,347.0,CANG CAGO DGSP,BRCA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser caerulescens x Branta canadensis,Snow x Canada Goose (hybrid),x00197,hybrid,348.0,CANG SNGO CAGO,BRCA ANCA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser rossii x Branta canadensis,Ross's x Canada Goose (hybrid),x00693,hybrid,349.0,CANG CAGO ROGO,ANRO BRCA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Branta leucopsis x canadensis,Barnacle x Canada Goose (hybrid),x00417,hybrid,350.0,CANG CAGO BAGO BARG,BRCA BRLE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Branta hutchinsii/canadensis,Cackling/Canada Goose,y00470,slash,351.0,CANG CACG CAGO,BRCA BRHU,CCGO,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser caerulescens/rossii x Branta hutchinsii/canadensis,Snow/Ross's x Cackling/Canada Goose (hybrid),y00765,hybrid,352.0,SRGO ROGO SNGO CCGO CANG CAGO CACG,BRCA BRHU ANRO ANCA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Branta sandvicensis,Hawaiian Goose,hawgoo,species,353.0,NENE,BRSA,HAGO,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Branta leucopsis x sandvicensis,Barnacle x Hawaiian Goose (hybrid),x01139,hybrid,354.0,HAGO BAGO NENE BARG,BRSA BRLE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Branta ruficollis,Red-breasted Goose,rebgoo1,species,355.0,RBGO,BRRU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser albifrons x Branta ruficollis,Greater White-fronted x Red-breasted Goose (hybrid),x00939,hybrid,356.0,GWFG RBGO,BRRU ANAL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Branta bernicla x ruficollis,Brant x Red-breasted Goose (hybrid),x00996,hybrid,357.0,RBGO BRAN BRGO,BRBE BRRU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Branta leucopsis x ruficollis,Barnacle x Red-breasted Goose (hybrid),x00365,hybrid,358.0,BAGO BARG RBGO,BRRU BRLE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Branta sp.,Branta sp.,branta1,spuh,359.0,,,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cereopsis novaehollandiae,Cape Barren Goose,cabgoo1,species,360.0,CBGO,CENO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Stictonetta naevosa,Freckled Duck,freduc1,species,363.0,FRDU,STNA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cyanochen cyanoptera,Blue-winged Goose,buwgoo1,species,364.0,BWGO,CYCY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cygnus olor,Mute Swan,mutswa,species,365.0,,CYOL,MUSW,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser anser x Cygnus olor,Graylag Goose x Mute Swan (hybrid),x00366,hybrid,366.0,MUSW GRGO,ANAN CYOL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cygnus atratus,Black Swan,blkswa,species,367.0,BLSW,CYAT,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cygnus olor x atratus,Mute x Black Swan (hybrid),x01037,hybrid,368.0,MUSW BLSW,CYOL CYAT,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cygnus melancoryphus,Black-necked Swan,blnswa2,species,369.0,BNSW,CYME,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cygnus buccinator,Trumpeter Swan,truswa,species,370.0,TRSW,CYBU,TRUS,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cygnus olor x buccinator,Mute x Trumpeter Swan (hybrid),x00832,hybrid,371.0,MUSW TRSW TRUS,CYOL CYBU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cygnus columbianus,Tundra Swan,tunswa,species,372.0,BESW,CYCO,TUSW,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cygnus columbianus columbianus,Tundra Swan (Whistling),tunswa1,issf,373.0,BESW TUSW,CYCO,WHSW,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,tunswa,,,anatid1
Cygnus columbianus bewickii,Tundra Swan (Bewick's),bewswa1,issf,374.0,BESW TUSW,CYCO,BESW,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,tunswa,,,anatid1
Cygnus columbianus columbianus x bewickii,Tundra Swan (Whistling x Bewick's),tunswa2,intergrade,375.0,BESW TUSW,CYCO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,tunswa,,,anatid1
Cygnus buccinator x columbianus,Trumpeter x Tundra Swan (hybrid),x00418,hybrid,376.0,BESW TUSW TRUS TRSW,CYCO CYBU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cygnus buccinator/columbianus,Trumpeter/Tundra Swan,y00471,slash,377.0,BESW TUSW TRUS TRSW,CYCO CYBU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cygnus cygnus,Whooper Swan,whoswa,species,378.0,WHSW,CYCY,WHOS,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cygnus olor x cygnus,Mute x Whooper Swan (hybrid),x00997,hybrid,379.0,MUSW WHSW WHOS,CYOL CYCY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cygnus buccinator x cygnus,Trumpeter x Whooper Swan (hybrid),x00419,hybrid,380.0,TRUS TRSW WHOS WHSW,CYBU CYCY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cygnus columbianus/cygnus,Tundra/Whooper Swan,y00708,slash,381.0,BESW TUSW WHOS WHSW,CYCO CYCY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cygnus sp.,swan sp.,swan1,spuh,382.0,,,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Coscoroba coscoroba,Coscoroba Swan,cosswa1,species,383.0,COSW,COCO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Sarkidiornis melanotos,Knob-billed Duck,comduc2,species,384.0,ACDU KBDU,SAME,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Sarkidiornis sylvicola,Comb Duck,comduc3,species,385.0,ACDU,SASY,CODU,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Pteronetta hartlaubii,Hartlaub's Duck,harduc1,species,386.0,HADU,PTHA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Oressochen jubatus,Orinoco Goose,origoo1,species,387.0,,ORJU,ORGO,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Oressochen melanopterus,Andean Goose,andgoo1,species,388.0,ANGO,ORME,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Chloephaga picta,Upland Goose,uplgoo1,species,389.0,UPGO,CHPI,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Chloephaga picta (White-breasted),Upland Goose (White-breasted),uplgoo2,form,392.0,UPGO,CHPI,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,uplgoo1,,,anatid1
Chloephaga picta (Bar-breasted),Upland Goose (Bar-breasted),uplgoo3,form,393.0,UPGO,CHPI,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,uplgoo1,,,anatid1
Chloephaga hybrida,Kelp Goose,kelgoo1,species,394.0,KEGO,CHHY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Chloephaga poliocephala,Ashy-headed Goose,ashgoo1,species,397.0,AHGO,CHPO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Chloephaga rubidiceps,Ruddy-headed Goose,ruhgoo1,species,398.0,RHGO,CHRU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Chloephaga poliocephala x rubidiceps,Ashy-headed x Ruddy-headed Goose (hybrid),x01120,hybrid,399.0,RHGO AHGO,CHPO CHRU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Chloephaga sp.,Chloephaga sp.,chloep1,spuh,400.0,,,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anatidae (goose sp.),goose sp.,goose1,spuh,401.0,,,UNGO,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Radjah radjah,Radjah Shelduck,radshe1,species,402.0,RASH,RARA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Alopochen aegyptiaca,Egyptian Goose,egygoo,species,405.0,,ALAE,EGGO,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Alopochen mauritiana,Mauritius Shelduck,maushe1,species,406.0,MASH,ALMA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,true,0,anatid1
Alopochen kervazoi,Reunion Shelduck,reushe1,species,407.0,RESH,ALKE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,true,0,anatid1
Tadorna ferruginea,Ruddy Shelduck,rudshe,species,408.0,,TAFE,RUSH,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Alopochen aegyptiaca x Tadorna ferruginea,Egyptian Goose x Ruddy Shelduck (hybrid),x00367,hybrid,409.0,RUSH EGGO,ALAE TAFE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Tadorna cana,South African Shelduck,soashe1,species,410.0,SASH,TACA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Tadorna tadornoides,Australian Shelduck,ausshe1,species,411.0,AUSH CBSH,TATA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Tadorna variegata,Paradise Shelduck,parshe1,species,412.0,PASH,TAVA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Tadorna tadorna,Common Shelduck,comshe,species,413.0,COSH,TATA,COMS,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Tadorna ferruginea x tadorna,Ruddy x Common Shelduck (hybrid),x00876,hybrid,414.0,COMS RUSH COSH,TATA TAFE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Tadorna cristata,Crested Shelduck,creshe1,species,415.0,CRSH,TACR,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,true,1916,anatid1
Plectropterus gambensis,Spur-winged Goose,spwgoo1,species,416.0,SWGO,PLGA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Plectropterus gambensis gambensis,Spur-winged Goose (Northern),spwgoo2,issf,417.0,SWGO,PLGA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,spwgoo1,,,anatid1
Plectropterus gambensis niger,Spur-winged Goose (Southern),spwgoo3,issf,418.0,SWGO,PLGA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,spwgoo1,,,anatid1
Tachyeres patachonicus,Flying Steamer-Duck,flystd1,species,419.0,FLST FLSD FSDU,TAPA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Tachyeres pteneres,Flightless Steamer-Duck,flistd1,species,420.0,MAST FLSD FSDU,TAPT,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Tachyeres pteneres [undescribed form],Flightless Steamer-Duck (Chiloe form),flistd2,form,421.0,MAST FSDU FLSD,TAPT,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,flistd1,,,anatid1
Tachyeres brachypterus,Falkland Steamer-Duck,falstd1,species,422.0,FAST FASD FSDU,TABR,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Tachyeres brachypterus (Flightless),Falkland Steamer-Duck (Flightless),falstd2,form,423.0,FASD FAST FSDU,TABR,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,falstd1,,,anatid1
Tachyeres brachypterus (Flying),Falkland Steamer-Duck (Flying),falstd3,form,424.0,FASD FAST FSDU,TABR,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,falstd1,,,anatid1
Tachyeres leucocephalus,White-headed Steamer-Duck,whhstd1,species,425.0,WHSD WHST CSDU,TALE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Tachyeres sp.,steamer-duck sp.,steame1,spuh,426.0,,,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Lophonetta specularioides,Crested Duck,creduc1,species,427.0,CRDU,LOSP,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Speculanas specularis,Spectacled Duck,speduc2,species,430.0,SPDU BWDU,SPSP,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cairina moschata,Muscovy Duck,musduc,species,431.0,,CAMO,MUDU,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cairina moschata (Domestic type),Muscovy Duck (Domestic type),musduc3,domestic,432.0,MUDU,CAMO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,musduc,,,anatid1
Alopochen aegyptiaca x Cairina moschata,Egyptian Goose x Muscovy Duck (hybrid),x01045,hybrid,433.0,MUDU EGGO,ALAE CAMO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Nettapus pulchellus,Green Pygmy-Goose,grnpyg1,species,434.0,GPGO GRPG,NEPU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Nettapus coromandelianus,Cotton Pygmy-Goose,copgoo1,species,435.0,COPG CPGO,NECO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Nettapus pulchellus/coromandelianus,Green/Cotton Pygmy-Goose,y01228,slash,438.0,GPGO CPGO GRPG COPG,NEPU NECO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Nettapus auritus,African Pygmy-Goose,afrpyg1,species,439.0,APGO AFPG,NEAU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Callonetta leucophrys,Ringed Teal,rintea1,species,440.0,RITE,CALE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Aix sponsa,Wood Duck,wooduc,species,441.0,CWDU,AISP,WODU,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Tadorna tadorna x Aix sponsa,Common Shelduck x Wood Duck (hybrid),x00940,hybrid,442.0,WODU CWDU COMS COSH,TATA AISP,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Aix galericulata,Mandarin Duck,manduc,species,443.0,MADU,AIGA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Aix sponsa x galericulata,Wood x Mandarin Duck (hybrid),x00833,hybrid,444.0,WODU CWDU MADU,AIGA AISP,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Chenonetta jubata,Maned Duck,manduc1,species,445.0,AWDU MADU,CHJU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Chenonetta finschi,Finsch's Duck,finduc1,species,446.0,FIDU,CHFI,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,true,1760,anatid1
Amazonetta brasiliensis,Brazilian Teal,bratea1,species,447.0,BRTE,AMBR,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Hymenolaimus malacorhynchos,Blue Duck,bluduc1,species,450.0,BLDU,HYMA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Merganetta armata,Torrent Duck,torduc1,species,453.0,TODU,MEAR,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Salvadorina waigiuensis,Salvadori's Teal,saltea1,species,460.0,SATE,SAWA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Sibirionetta formosa,Baikal Teal,baitea,species,461.0,,SIFO,BATE,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula querquedula,Garganey,gargan,species,462.0,,SPQU,GARG,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula hottentota,Blue-billed Teal,hottea1,species,463.0,HOTE BBTE,SPHO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula versicolor,Silver Teal,siltea1,species,464.0,SITE,SPVE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula puna,Puna Teal,puntea1,species,467.0,PUTE,SPPU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula discors,Blue-winged Teal,buwtea,species,468.0,,SPDI,BWTE,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula cyanoptera,Cinnamon Teal,cintea,species,469.0,,SPCY,CITE,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula cyanoptera septentrionalium,Cinnamon Teal (Northern),cintea1,issf,470.0,CITE,SPCY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,cintea,,,anatid1
Spatula cyanoptera [orinoma Group],Cinnamon Teal (Andean),cintea6,issf,471.0,CITE,SPCY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,cintea,,,anatid1
Spatula cyanoptera cyanoptera,Cinnamon Teal (Southern),cintea5,issf,475.0,CITE,SPCY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,cintea,,,anatid1
Spatula discors x cyanoptera,Blue-winged x Cinnamon Teal (hybrid),bwxtea1,hybrid,476.0,CITE BWTE,SPDI SPCY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula discors/cyanoptera,Blue-winged/Cinnamon Teal,y00314,slash,477.0,CITE BWTE,SPDI SPCY,BCTE,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula platalea,Red Shoveler,redsho1,species,478.0,RESH,SPPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula smithii,Cape Shoveler,capsho1,species,479.0,CASH,SPSM,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula rhynchotis,Australasian Shoveler,aussho1,species,480.0,AUSH,SPRH,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula clypeata,Northern Shoveler,norsho,species,483.0,NOSH,SPCL,NSHO,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula querquedula x clypeata,Garganey x Northern Shoveler (hybrid),x00836,hybrid,484.0,NSHO GARG NOSH,SPCL SPQU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula discors x clypeata,Blue-winged Teal x Northern Shoveler (hybrid),x00629,hybrid,485.0,NSHO BWTE NOSH,SPDI SPCL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula cyanoptera x clypeata,Cinnamon Teal x Northern Shoveler (hybrid),x00630,hybrid,486.0,NSHO CITE NOSH,SPCL SPCY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Mareca strepera,Gadwall,gadwal,species,487.0,,MAST,GADW,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Mareca strepera strepera,Gadwall (Common),gadwal1,issf,488.0,GADW,MAST,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,gadwal,,,anatid1
Mareca strepera couesi,Gadwall (Coues's),gadwal2,issf,489.0,GADW,MAST,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,gadwal,true,1874,anatid1
Spatula clypeata x Mareca strepera,Northern Shoveler x Gadwall (hybrid),x00457,hybrid,490.0,GADW NSHO NOSH,SPCL MAST,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Mareca falcata,Falcated Duck,falduc,species,491.0,,MAFA,FADU,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Sibirionetta formosa x Mareca falcata,Baikal Teal x Falcated Duck (hybrid),x00368,hybrid,492.0,FADU BATE,MAFA SIFO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Mareca strepera x falcata,Gadwall x Falcated Duck (hybrid),x00369,hybrid,493.0,FADU GADW,MAFA MAST,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Mareca penelope,Eurasian Wigeon,eurwig,species,494.0,,MAPE,EUWI,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula clypeata x Mareca penelope,Northern Shoveler x Eurasian Wigeon (hybrid),x01140,hybrid,495.0,NSHO EUWI NOSH,SPCL MAPE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Mareca strepera x penelope,Gadwall x Eurasian Wigeon (hybrid),x00723,hybrid,496.0,GADW EUWI,MAST MAPE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Mareca americana,American Wigeon,amewig,species,497.0,,MAAM,AMWI,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Aix sponsa x Mareca americana,Wood Duck x American Wigeon (hybrid),x00877,hybrid,498.0,AMWI WODU CWDU,MAAM AISP,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula discors x Mareca americana,Blue-winged Teal x American Wigeon (hybrid),x00370,hybrid,499.0,AMWI BWTE,SPDI MAAM,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula clypeata x Mareca americana,Northern Shoveler x American Wigeon (hybrid),x00777,hybrid,500.0,NSHO AMWI NOSH,SPCL MAAM,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Mareca strepera x americana,Gadwall x American Wigeon (hybrid),x00724,hybrid,501.0,GADW AMWI,MAST MAAM,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
